vehicle_id,date,is_booked,tmv,category_grouped,demand_supply_ratio,price
302205,2018-11-14,1,19525,compact,4.702070808283233,19.0
406331,2018-08-04,1,39102,suv,14.961476725521669,134.0
406331,2018-07-03,1,39102,suv,15.40652557319224,100.0
448045,2018-08-06,1,27993,van,8.444126074498568,109.0
406331,2019-01-10,1,39102,suv,6.799352750809062,90.0
487863,2018-09-10,0,10850,upscale,0.9250706880301602,32.0
333483,2018-02-13,0,14569,midsize,0.8226181254841208,24.0
391074,2018-09-21,1,8275,midsize,7.779291935937061,19.0
238765,2019-01-09,0,18150,compact,3.725381414701803,40.0
487863,2018-10-27,0,10850,upscale,0.8512911843276937,32.0
333483,2018-12-12,0,14569,midsize,0.6594162222845916,40.0
508104,2018-12-13,1,5148,suv,3.911426040744021,38.0
302205,2018-07-13,1,19525,compact,9.936995153473344,28.0
497131,2019-02-05,1,3875,compact,5.911764705882353,25.0
233590,2018-12-10,0,7484,suv,3.1600985221674875,40.0
406331,2018-10-06,1,39102,suv,8.783090783090783,95.0
233590,2018-05-05,0,7484,suv,6.892966360856269,49.0
508104,2019-02-21,1,5148,suv,4.5952177625960715,36.0
234096,2018-04-28,0,12149,midsize,7.05863453815261,48.0
426430,2019-01-26,0,7115,midsize,5.587797619047619,46.0
391074,2018-11-02,1,8275,midsize,6.4118819776714515,29.0
388325,2018-06-29,1,8941,compact,10.4776,39.0
426430,2018-10-30,1,7115,midsize,4.386363636363637,30.0
333483,2018-11-05,0,14569,midsize,0.9000499393593494,37.0
426430,2018-08-01,1,7115,midsize,8.193602693602694,33.0
487863,2019-01-15,1,10850,upscale,0.5277666799840192,31.0
234096,2018-04-25,0,12149,midsize,6.0335241210139,59.0
497131,2018-09-21,0,3875,compact,11.660869565217391,30.0
302205,2018-06-09,1,19525,compact,10.584140969162995,35.0
289235,2018-10-15,0,17755,midsize,0.9411506689085459,55.0
428355,2019-01-30,1,22008,suv,0.6915808771682415,89.0
406331,2018-05-12,0,39102,suv,7.404705882352941,66.0
298081,2018-10-04,1,5724,midsize,5.03330411919369,24.0
300476,2018-02-07,0,6353,suv,5.071243523316062,29.0
426430,2018-09-20,1,7115,midsize,5.484276729559748,30.0
300476,2018-05-18,1,6353,suv,5.5625737898465175,31.0
466729,2018-09-11,1,26808,van,5.857635893011216,73.0
234096,2018-02-16,0,12149,midsize,11.945602901178605,56.0
302205,2019-02-14,1,19525,compact,5.238905775075988,25.0
302205,2018-07-02,1,19525,compact,9.016528925619834,27.0
535905,2018-12-21,0,7857,upscale,8.67844327905051,30.0
428355,2018-09-13,0,22008,suv,0.9451149204396956,109.0
233590,2018-10-25,0,7484,suv,4.02287166454892,33.0
428355,2018-07-04,1,22008,suv,1.7827000365363537,68.0
302205,2018-09-13,1,19525,compact,5.56343019135365,32.0
304273,2018-04-07,1,4201,compact,13.573813708260106,39.0
300476,2018-10-28,1,6353,suv,4.041805225653206,30.0
426430,2019-02-25,1,7115,midsize,4.664285714285715,43.0
448045,2018-12-26,1,27993,van,12.520422535211267,109.0
174075,2018-07-29,1,5669,midsize,17.239549839228296,34.0
233590,2018-06-26,1,7484,suv,11.678445229681978,49.0
406331,2018-08-17,1,39102,suv,15.566433566433567,99.0
391074,2018-10-23,1,8275,midsize,5.272014875813521,29.0
426430,2018-12-16,0,7115,midsize,5.87789799072643,46.0
497131,2019-01-03,1,3875,compact,9.534109816971714,25.0
302205,2018-04-18,1,19525,compact,8.795688847235239,26.0
300476,2018-02-15,1,6353,suv,6.354774535809018,29.0
289235,2018-05-07,0,17755,midsize,1.2351868732907931,55.0
388325,2018-12-24,1,8941,compact,10.63083451202263,39.0
448045,2018-08-26,1,27993,van,6.843771991555243,109.0
300476,2018-07-18,1,6353,suv,5.0786815523657625,33.0
238765,2018-02-16,1,18150,compact,12.529002320185615,40.0
300476,2018-08-20,1,6353,suv,4.963340122199592,31.0
326416,2018-02-13,1,12762,suv,7.0714916151809355,39.0
448045,2018-11-02,0,27993,van,5.008042895442359,89.0
233590,2018-09-17,1,7484,suv,6.970128022759602,32.0
238765,2018-06-02,1,18150,compact,10.311679336558397,40.0
426430,2018-11-03,1,7115,midsize,7.157421289355322,35.0
388325,2018-06-16,0,8941,compact,8.478036175710594,39.0
428355,2018-06-24,1,22008,suv,1.7002727358224397,68.0
289235,2018-05-26,0,17755,midsize,2.0788701022577705,55.0
508104,2018-09-30,1,5148,suv,8.695266272189349,39.0
535905,2019-01-10,1,7857,upscale,6.923098913664951,34.0
326416,2018-02-16,1,12762,suv,9.39399293286219,39.0
333483,2018-07-27,0,14569,midsize,1.8995881889073862,25.0
300476,2018-05-05,1,6353,suv,5.367149758454106,31.0
406331,2018-09-26,0,39102,suv,7.142238267148015,95.0
406331,2018-05-14,0,39102,suv,5.979249800478851,67.0
428355,2018-07-18,1,22008,suv,1.3669408331122315,99.0
405192,2018-05-20,1,18802,suv,1.6369394731550373,60.0
238765,2018-05-23,1,18150,compact,8.280308339173091,40.0
416371,2018-11-29,0,38115,suv,3.6493506493506493,99.0
298081,2018-06-02,1,5724,midsize,8.764102564102565,26.0
298081,2018-12-10,1,5724,midsize,3.7179916317991633,25.0
333483,2018-07-26,0,14569,midsize,1.52709531277226,24.0
487863,2019-01-23,1,10850,upscale,0.537911869789599,31.0
388325,2018-11-05,0,8941,compact,4.988590604026846,41.0
238765,2018-10-12,0,18150,compact,7.284564393939394,40.0
456223,2019-02-01,0,9666,midsize,0.9025677101653183,52.0
300476,2019-01-07,1,6353,suv,5.548739495798319,31.0
405192,2018-08-07,1,18802,suv,1.221999163529904,40.0
406331,2018-08-28,0,39102,suv,9.06613545816733,100.0
304273,2018-05-09,0,4201,compact,9.706896551724139,37.0
326416,2018-08-14,1,12762,suv,5.747275204359673,45.0
298081,2018-08-04,1,5724,midsize,10.889405204460967,26.0
238765,2018-12-21,0,18150,compact,6.982834722903384,40.0
326416,2018-05-06,0,12762,suv,6.040148698884758,40.0
326416,2019-03-06,0,12762,suv,6.237204724409449,40.0
300476,2018-02-10,0,6353,suv,6.3951347797501645,29.0
174075,2018-05-25,1,5669,midsize,8.104166666666666,34.0
391074,2018-03-16,1,8275,midsize,11.89716583684412,29.0
428355,2019-02-18,1,22008,suv,1.04378074490513,85.0
406331,2018-06-05,1,39102,suv,6.7336032388663964,69.0
174075,2018-05-02,1,5669,midsize,4.706870229007634,34.0
405192,2018-11-13,0,18802,suv,0.7431892739980032,50.0
304273,2018-05-14,1,4201,compact,10.597368421052632,40.0
388325,2018-06-23,1,8941,compact,9.301824212271974,39.0
302205,2018-04-05,1,19525,compact,8.528478057889822,36.0
428355,2019-01-12,1,22008,suv,0.8996756756756756,78.0
233590,2018-02-15,0,7484,suv,6.199004975124378,41.0
333483,2018-06-09,0,14569,midsize,1.7923099330032042,26.0
391074,2019-02-01,1,8275,midsize,8.734797297297296,29.0
300476,2018-12-22,1,6353,suv,9.851535836177474,32.0
326416,2018-12-20,1,12762,suv,4.35344262295082,40.0
298081,2018-03-14,1,5724,midsize,6.103553299492386,24.0
388325,2019-01-19,0,8941,compact,7.656340057636887,41.0
326416,2018-07-01,1,12762,suv,6.985010706638116,40.0
428355,2018-09-15,0,22008,suv,1.2682162244819941,109.0
388325,2018-12-13,0,8941,compact,5.2319660537482315,41.0
406331,2019-02-25,1,39102,suv,7.882749326145553,94.0
174075,2018-12-06,0,5669,midsize,3.1558282208588957,31.0
497131,2018-11-12,1,3875,compact,7.973228346456693,25.0
300476,2018-07-26,1,6353,suv,5.68809272918862,33.0
234096,2018-03-29,0,12149,midsize,8.764006791171477,59.0
456223,2018-09-24,0,9666,midsize,0.9869211466808607,52.0
405192,2018-06-05,1,18802,suv,1.2000194193611031,60.0
233590,2018-10-24,0,7484,suv,3.7605095541401274,33.0
487863,2018-12-31,1,10850,upscale,1.4796152084287677,34.0
333483,2018-04-12,0,14569,midsize,1.0321038961038962,30.0
466729,2018-12-25,1,26808,van,10.04863973619126,91.0
298081,2018-05-23,1,5724,midsize,6.556317335945152,26.0
238765,2018-06-29,1,18150,compact,8.900846432889963,40.0
174075,2018-10-15,0,5669,midsize,4.36222509702458,27.0
508104,2018-10-11,0,5148,suv,5.770651117589893,44.0
302205,2018-09-17,1,19525,compact,5.8767507002801125,30.0
233590,2018-06-30,1,7484,suv,15.171985815602836,51.0
289235,2018-05-11,0,17755,midsize,1.4975099095436528,55.0
233590,2018-05-02,0,7484,suv,4.706870229007634,46.0
302205,2018-10-07,1,19525,compact,7.165857043719639,27.0
298081,2018-07-17,1,5724,midsize,8.589494163424124,26.0
497131,2018-11-14,1,3875,compact,6.284820031298905,25.0
302205,2018-10-04,1,19525,compact,5.2262723521320495,22.0
487863,2019-01-05,1,10850,upscale,0.7444768653605669,32.0
333483,2018-04-19,0,14569,midsize,1.1280316435932132,30.0
326416,2018-06-27,1,12762,suv,5.716138328530259,40.0
326416,2018-02-24,1,12762,suv,9.140583554376658,39.0
300476,2018-07-24,1,6353,suv,5.3445154419595315,33.0
302205,2019-01-22,1,19525,compact,4.07187112763321,35.0
298081,2018-07-29,1,5724,midsize,11.342325581395349,26.0
497131,2018-09-28,1,3875,compact,11.487972508591065,30.0
497131,2018-10-20,1,3875,compact,14.691666666666666,25.0
302205,2018-11-18,1,19525,compact,7.260283209710047,32.0
333483,2018-08-16,0,14569,midsize,1.239917695473251,27.0
388325,2018-08-16,0,8941,compact,8.251572327044025,41.0
508104,2018-10-01,0,5148,suv,5.918128654970761,44.0
238765,2018-09-01,1,18150,compact,10.871101871101871,40.0
238765,2018-11-29,1,18150,compact,4.714425907752699,40.0
289235,2018-08-21,0,17755,midsize,1.0362495927012056,55.0
233590,2018-10-06,1,7484,suv,6.345549738219895,37.0
405192,2019-01-14,1,18802,suv,0.742978234322247,60.0
326416,2019-02-04,0,12762,suv,6.2,40.0
233590,2018-12-16,0,7484,suv,3.827250608272506,40.0
428355,2018-10-30,1,22008,suv,0.7793003966822936,76.0
487863,2018-11-30,0,10850,upscale,0.6767633059281696,38.0
405192,2018-07-10,1,18802,suv,1.3220111131027066,60.0
535905,2018-12-30,1,7857,upscale,16.225884487450863,30.0
233590,2018-09-19,1,7484,suv,6.2136871508379885,32.0
428355,2018-09-18,0,22008,suv,0.801668562760713,109.0
428355,2018-07-20,1,22008,suv,1.8579254285209401,68.0
298081,2018-05-18,1,5724,midsize,7.572815533980583,26.0
388325,2018-09-08,0,8941,compact,5.522696011004126,41.0
302205,2018-10-08,1,19525,compact,5.7177700348432055,28.0
428355,2018-10-04,1,22008,suv,0.8844536265033572,68.0
333483,2018-11-17,0,14569,midsize,1.1262226029842222,37.0
298081,2018-03-26,1,5724,midsize,7.220286885245901,24.0
300476,2019-02-08,0,6353,suv,6.285067873303167,32.0
174075,2018-03-13,1,5669,midsize,5.507317073170731,30.0
487863,2019-01-22,1,10850,upscale,0.511049723756906,31.0
535905,2018-11-21,1,7857,upscale,6.476278823217599,43.0
238765,2018-05-27,1,18150,compact,16.428169014084506,40.0
406331,2018-12-29,1,39102,suv,15.030342156229827,121.0
391074,2018-03-19,1,8275,midsize,10.219385796545106,29.0
174075,2018-06-06,1,5669,midsize,7.705696202531645,34.0
388325,2018-10-13,0,8941,compact,5.157785467128027,41.0
391074,2018-12-10,1,8275,midsize,4.217004578155657,29.0
289235,2018-06-03,1,17755,midsize,1.5871990604815032,55.0
326416,2018-08-09,1,12762,suv,6.515506547208822,45.0
302205,2018-11-16,1,19525,compact,6.694406548431105,28.0
406331,2018-04-24,0,39102,suv,6.197229013854931,74.0
300476,2019-01-06,1,6353,suv,6.347315436241611,31.0
497131,2019-01-12,1,3875,compact,9.268907563025211,25.0
428355,2018-09-20,1,22008,suv,0.9205564847194769,78.0
405192,2019-02-23,1,18802,suv,1.1909519844573966,70.0
466729,2018-12-31,1,26808,van,8.52029826014913,70.0
234096,2018-05-24,0,12149,midsize,6.853462157809984,58.0
233590,2018-10-11,1,7484,suv,4.569250317662008,32.0
388325,2018-05-27,0,8941,compact,8.3796992481203,39.0
535905,2018-11-29,0,7857,upscale,4.656142212788538,43.0
391074,2018-12-24,1,8275,midsize,15.523377862595419,10.0
302205,2018-08-10,1,19525,compact,9.213302752293577,34.0
302205,2018-08-02,1,19525,compact,8.126063418406806,29.0
487863,2018-12-07,0,10850,upscale,0.589293182768716,38.0
289235,2018-07-11,0,17755,midsize,1.353256499597963,55.0
487863,2018-09-14,0,10850,upscale,1.08584686774942,32.0
391074,2018-12-04,1,8275,midsize,3.939880020865936,29.0
298081,2018-11-11,1,5724,midsize,5.616136919315403,24.0
456223,2018-12-18,0,9666,midsize,0.742749054224464,52.0
298081,2018-05-12,1,5724,midsize,8.314090019569472,26.0
300476,2019-01-08,1,6353,suv,5.150207468879668,31.0
333483,2019-02-03,0,14569,midsize,0.9737284573350147,40.0
298081,2019-01-31,1,5724,midsize,5.859068627450981,25.0
487863,2019-02-06,0,10850,upscale,0.5559055118110237,34.0
298081,2018-09-20,0,5724,midsize,5.48021582733813,26.0
298081,2018-11-30,1,5724,midsize,4.400836820083682,25.0
428355,2018-10-17,1,22008,suv,0.807689517591585,68.0
289235,2018-07-25,1,17755,midsize,1.4405313291968889,55.0
238765,2018-04-10,1,18150,compact,11.446526151444184,40.0
300476,2018-09-01,0,6353,suv,5.132602193419741,37.0
456223,2018-11-09,0,9666,midsize,1.0603706343549537,52.0
300476,2018-10-11,0,6353,suv,3.1554502369668245,36.0
428355,2019-02-24,0,22008,suv,1.1376771325368158,70.0
238765,2018-08-15,1,18150,compact,5.480567226890757,40.0
174075,2018-07-14,1,5669,midsize,17.484536082474225,34.0
300476,2018-06-01,1,6353,suv,4.773948598130841,31.0
289235,2018-10-20,0,17755,midsize,1.3218974396170304,55.0
428355,2019-01-08,1,22008,suv,0.7344966830112489,68.0
391074,2019-01-06,1,8275,midsize,9.652448657187994,29.0
508104,2019-01-19,1,5148,suv,5.383333333333334,38.0
304273,2018-03-05,1,4201,compact,10.430543572044867,39.0
238765,2018-11-04,1,18150,compact,6.015858631626642,40.0
238765,2018-08-12,1,18150,compact,7.671625929861849,40.0
300476,2018-08-31,0,6353,suv,4.871577899452464,37.0
233590,2018-09-02,1,7484,suv,10.851094890510948,37.0
388325,2018-07-20,1,8941,compact,9.642002989536621,39.0
298081,2018-02-23,1,5724,midsize,7.677894736842105,24.0
391074,2018-12-20,1,8275,midsize,5.564435035723736,10.0
333483,2018-07-01,0,14569,midsize,1.7602708390520634,28.0
391074,2018-09-28,0,8275,midsize,7.021172865301574,19.0
388325,2018-03-26,0,8941,compact,9.97677119628339,39.0
406331,2019-01-05,1,39102,suv,7.966775244299674,90.0
300476,2018-03-04,1,6353,suv,5.834080717488789,29.0
233590,2019-01-13,1,7484,suv,4.113065326633166,33.0
416371,2018-06-13,0,38115,suv,8.195063694267516,69.0
428355,2018-11-15,1,22008,suv,0.7993287152752981,68.0
174075,2018-08-23,1,5669,midsize,11.707207207207206,39.0
300476,2018-11-29,1,6353,suv,2.696618805002316,30.0
174075,2018-10-05,0,5669,midsize,5.880890052356021,27.0
426430,2019-01-18,1,7115,midsize,5.0358744394618835,46.0
304273,2018-05-25,1,4201,compact,15.947511312217195,39.0
388325,2018-10-18,0,8941,compact,4.8744059742023085,41.0
302205,2018-09-12,1,19525,compact,5.139222614840989,28.0
233590,2018-05-15,0,7484,suv,5.310452418096724,47.0
333483,2018-07-30,0,14569,midsize,1.5190700104493209,28.0
238765,2018-02-20,1,18150,compact,9.288357748650732,40.0
238765,2018-07-05,1,18150,compact,9.808995686999383,40.0
298081,2018-09-18,0,5724,midsize,5.091491308325709,26.0
466729,2018-08-21,1,26808,van,11.261569416498993,73.0
508104,2019-01-21,1,5148,suv,4.214465937762826,38.0
428355,2019-02-13,1,22008,suv,0.8428782235963741,85.0
333483,2018-09-12,0,14569,midsize,0.8634935234153446,37.0
326416,2018-09-03,0,12762,suv,5.27284681130835,45.0
298081,2018-03-01,1,5724,midsize,5.631799163179917,24.0
326416,2018-05-25,0,12762,suv,6.59941089837997,40.0
426430,2018-05-26,1,7115,midsize,23.333333333333332,29.0
333483,2018-12-20,0,14569,midsize,0.9057120775662193,40.0
406331,2018-10-10,0,39102,suv,5.604539202200825,95.0
289235,2018-10-10,0,17755,midsize,0.7975212672337929,55.0
289235,2018-10-08,0,17755,midsize,0.9854805424528302,55.0
174075,2018-05-28,1,5669,midsize,7.979397781299524,34.0
298081,2018-07-15,1,5724,midsize,10.81578947368421,26.0
326416,2018-07-21,1,12762,suv,7.715972222222222,40.0
333483,2018-08-02,0,14569,midsize,1.3165935178933152,26.0
302205,2018-09-06,1,19525,compact,5.2323087919942814,36.0
391074,2018-08-15,1,8275,midsize,9.585909090909091,29.0
300476,2019-01-23,0,6353,suv,4.968043647700702,38.0
406331,2018-06-16,1,39102,suv,12.174524400330853,73.0
289235,2018-06-04,1,17755,midsize,1.3553016988869362,55.0
300476,2019-03-03,0,6353,suv,5.9706933523945676,36.0
298081,2018-07-20,1,5724,midsize,10.822456813819578,26.0
428355,2018-12-06,0,22008,suv,0.72091383443802,109.0
406331,2018-11-09,0,39102,suv,5.230966090850928,87.0
333483,2018-03-17,0,14569,midsize,1.4370249728555917,24.0
416371,2018-05-23,0,38115,suv,5.940177849636217,89.0
497131,2019-01-26,0,3875,compact,9.371980676328503,25.0
234096,2018-06-17,0,12149,midsize,11.555189456342669,59.0
388325,2019-01-09,0,8941,compact,7.772234273318872,41.0
289235,2018-04-22,0,17755,midsize,1.5387093422009768,55.0
416371,2018-11-12,0,38115,suv,4.469088591459529,111.0
391074,2018-07-06,1,8275,midsize,10.269409316471906,29.0
428355,2018-07-10,0,22008,suv,1.3220111131027066,89.0
233590,2019-01-09,0,7484,suv,3.2950191570881224,40.0
388325,2018-06-15,0,8941,compact,8.515544041450777,39.0
448045,2018-10-28,0,27993,van,5.002089136490251,73.0
388325,2018-12-25,1,8941,compact,11.255469301340861,39.0
326416,2018-04-19,1,12762,suv,6.954976303317536,40.0
234096,2018-04-21,0,12149,midsize,10.724193548387097,59.0
238765,2018-09-04,0,18150,compact,6.23686920700309,40.0
406331,2018-08-27,0,39102,suv,10.205905826017558,100.0
298081,2018-03-03,1,5724,midsize,7.5170278637770895,24.0
466729,2018-10-29,0,26808,van,5.708943089430894,65.0
406331,2018-07-28,1,39102,suv,17.368506493506494,120.0
405192,2018-06-10,1,18802,suv,1.6786200194363459,60.0
300476,2018-06-26,1,6353,suv,4.674220963172805,33.0
428355,2018-12-30,1,22008,suv,1.6320222606602992,78.0
426430,2018-10-10,1,7115,midsize,5.049079754601227,30.0
333483,2018-09-11,0,14569,midsize,0.8334992724209236,37.0
416371,2018-05-03,0,38115,suv,5.426387771520515,105.0
406331,2018-10-08,0,39102,suv,6.805383022774327,95.0
300476,2018-08-01,0,6353,suv,5.174611398963731,33.0
456223,2019-02-27,0,9666,midsize,0.8540570479091665,52.0
302205,2019-01-21,0,19525,compact,4.776602364654636,32.0
234096,2018-05-19,0,12149,midsize,7.511444356748224,59.0
388325,2018-10-27,0,8941,compact,5.239024390243903,41.0
426430,2018-07-17,1,7115,midsize,9.18307426597582,33.0
391074,2019-01-01,1,8275,midsize,15.191048292108363,10.0
487863,2018-11-22,0,10850,upscale,0.5776157804459692,32.0
388325,2018-05-09,0,8941,compact,8.60441767068273,39.0
391074,2018-11-25,1,8275,midsize,6.027393652047939,29.0
289235,2018-09-10,0,17755,midsize,0.9617868675995694,55.0
233590,2018-04-29,0,7484,suv,6.425,48.0
302205,2018-12-12,1,19525,compact,4.495412844036697,21.0
391074,2018-03-17,1,8275,midsize,12.028401458453272,29.0
466729,2018-09-17,0,26808,van,6.74070945945946,63.0
388325,2018-08-04,0,8941,compact,9.009285714285713,39.0
456223,2018-12-29,0,9666,midsize,1.6971222481027877,52.0
487863,2018-12-09,0,10850,upscale,0.5904365904365905,38.0
406331,2018-07-27,1,39102,suv,17.388524590163936,120.0
405192,2018-07-11,1,18802,suv,1.353256499597963,60.0
426430,2018-06-26,1,7115,midsize,8.481684981684982,33.0
487863,2018-09-29,0,10850,upscale,1.1603773584905661,32.0
333483,2018-07-22,0,14569,midsize,1.8798173997015188,28.0
487863,2018-10-04,0,10850,upscale,0.6909814323607427,32.0
326416,2018-12-04,0,12762,suv,2.774296675191816,40.0
238765,2019-02-06,1,18150,compact,3.863757791629564,38.0
233590,2018-08-18,1,7484,suv,13.886850152905199,37.0
298081,2018-05-26,1,5724,midsize,11.46239837398374,26.0
333483,2018-11-16,0,14569,midsize,1.0279405459482636,37.0
326416,2018-09-20,0,12762,suv,4.3934753661784285,40.0
233590,2018-09-10,1,7484,suv,6.784256559766764,32.0
456223,2018-10-07,0,9666,midsize,1.2470726857647838,52.0
406331,2018-12-20,0,39102,suv,6.648578811369509,85.0
298081,2019-02-15,1,5724,midsize,9.397530864197531,25.0
428355,2018-09-11,1,22008,suv,0.8334992724209236,109.0
487863,2018-12-25,1,10850,upscale,1.5848275862068966,35.0
508104,2018-12-04,0,5148,suv,3.555058191584602,38.0
456223,2018-11-05,0,9666,midsize,0.9000499393593494,52.0
487863,2019-01-01,1,10850,upscale,1.2973094170403587,33.0
448045,2018-08-02,1,27993,van,9.353323699421965,109.0
233590,2018-02-09,0,7484,suv,5.775,43.0
298081,2018-11-04,1,5724,midsize,5.188370188370189,24.0
508104,2018-10-21,0,5148,suv,8.616425120772947,44.0
326416,2019-03-04,0,12762,suv,6.876151484135107,40.0
388325,2018-06-11,0,8941,compact,7.691035683202785,39.0
298081,2018-04-02,1,5724,midsize,7.555440414507772,24.0
174075,2018-07-17,1,5669,midsize,15.010471204188482,34.0
